word,definition,translation
zaratite,n. A hydrous carbonate of nickel occurring as an\n   emerald-green incrustation on chromite; -- called also emerald nickel.,n. 翠镍矿
zarb,, [人名] 扎布
zarcone,, [人名] 扎科恩
zard,,abbr. 坂井泉水（歌手）
Zardari,An abuse that people of South Asia frequently use. Literal meaning is 'dog' but cultural meaning is 'bastard'.\n> Thug: Give me all your belongings!\n> Man: Zardari! you won't get it that easy!\n> A: I drank all the bud-lites from your fridge!\n> B: You son of zardari!!!\n,
zare,, [人名] 扎尔
zareba,"n. An improvised stockade; especially, one made of thorn\n   bushes, etc.",n. 有刺的围栅
zaremski,, [人名] 扎雷姆斯基
zarf,n an ornamental metal cup-shaped holder for a hot coffee cup,n. (中东国家用的)金属杯状的托
zarfal,,乙琥胺
zarfalin,,乙琥胺
zargen,,盐酸硫胺、叶绿酸铜钠复合制剂
zaria,, [人名] 扎里亚，扎丽娅（女名）; [地名] [尼日利亚] 扎里亚
Zariah,"The name given to a beautiful, charasmatic young woman who not only steals the hearts of many, but keeps them safe and cherished. She strives for greatness and only allows her will to be the absolute limitations of her endeavours. She has it in her to make you or break you; be her friend and you shall receive loyalty surpassing your own expectations. Befriending her would be unwise as this young lady has the ferocity of a lioness and the effects of her wrath will only be known of too late in the game. A loyal friend, a pleasurable love and an eager mind. Feed the intellect and you're getting close.\n> That girl is a typical Zariah--I'd be careful if I were you.\n> She's like the Zariah I've always been looking for.\n> Her Zariah is coming out; no stopping her now.\n",
zariba,,n. 有刺的围栅
zarif,,n. (Zarif)人名；(俄)扎里夫
zarin,, [人名] 扎林; [地名] [伊朗] 扎林
zarins,, [人名] 扎林斯
zarma,, [地名] [马里] 扎尔马（地区）
zarnec,,硫砷矿
zarnowitz,, [人名] 扎诺维茨
zarontin,n an anticonvulsant drug (trade names Emeside and Zarontin) used to treat petit mal epilepsy,"[医] 扎荣廷, 乙琥胺(抗癫痫药)"
Zarpanit,,[网络] 扎帕尼特
Zarqa,,[网络] 扎尔卡；萨卡；札尔卡
zarr,, [人名] 扎尔
zarry,,"n. 笨人,傻瓜,小丑;<br />a. 滑稽的"
zars,-s form of zar,(zar 的第三人称 -s形式)  金
zartman,, [人名] 扎特曼
zaruk,,斜首尖尾四边形拉丁帆单桅或双桅船
zarya,, [地名] [俄罗斯、哈萨克斯坦、乌克兰] 扎里亚
zarzuela,,n. <西>说唱剧(有对话和音乐的西班牙传统小歌剧)\nn. 人工养殖海味场
zarzuelas,plural of zarzuela,(zarzuela 的复数) n.<西>说唱剧(有对话和音乐的西班牙传统小歌剧)\nn. 人工养殖海味场
zastruga,,n. ([复]-gi[-^I])=sastruga
zat,,abbr. that 那，那个（代号）; zinc atomspheric tracer 锌大气跟踪器
zathura,, [电影]勇敢者游戏2; 太空飞行棋
zato,,n. (Zato)人名；(西)萨托
zatoichi,, 盲剑客
zauberflote,,[德]魔笛音栓
Zaufal's sign,,"[医] 曹发耳氏征, 鞍状鼻, 塌鼻"
zaugg,, [人名] 佐格
Zauschneria californica,,[网络] Z藜
zavalla,, [地名] [美国] 萨瓦拉
zavis,, [人名] 扎维斯
zavos,, [人名] 扎沃斯
zaw,,abbr. Zuid-Afrikaansche Weehuis (Afrikaans=South African Orphan Asylum) （南非丹麦语）南非孤儿院
zawahiri,,n. (Zawahiri)人名；(阿拉伯)扎瓦希里
zawn,,地下岩洞
zax,n. A tool for trimming and puncturing roofing slates.,n. 石斧
zay,, [地名] [俄罗斯] 扎伊河
zaya,, [地名] [奥地利] 察亚河
zayas,, [人名] 扎亚斯
zayed,past tense of zay,(zay 的过去时)  [地名] [俄罗斯] 扎伊河
zayin,n the 7th letter of the Hebrew alphabet,n. 希伯来文第七个字母
Zayn,,泽恩（人名）
Zayn Malik,"Undeniable sex god. He is thought to be very vain, but I would be too if I looked like Jesus sliding down a rainbow to get to a magical pot of sexiness. He is extraordinarily talented and is better known as DJ Malik or Bradford Boi. His favorite saying is ""VAS HAPPENIN?!"" He was born in Bradford, the city of gods. He is perfectly imperfect and [directioners] (mainly from Tumblr) will personally come to your house and kick your ass if you believe otherwise. We ARE the deadliest of all fandoms.\n> Directionator: Zayn Malik is so hot, too bad he sucks at singing.\n> Doctor: So, she jumped into ten knives?\n",
zaza,,n. (Zaza)人名；(意、利比、阿拉伯)扎扎
zazen,,n. 坐禅
zazoo,,"[美俚]家伙, 伙伴, 小伙子"
zazu,,n. (Zazu)人名；(罗)扎祖
Zazz,"A quantifiable amount of something special.  The higher the amount the more likely it is to be successful and awesome.\r\n\r\nDethklok are the only ones who know how much Zazz is required.\n> Murderface: ""I just think it could use more zazz...  I'm just saying.""\n> Nathan: ""Yeh...  More zazz.""\n> Toki: ""You needs to zazz's its ups a bits!""\n> Skwisgars: ""STOPS SAYINGS ZAZZ!""\n> Pickles: ""...  zazz.""\n",
zazzle,,性感(原黑人用语)
zb,n a unit of information equal to 1000 exabits or 10^21 bits\nn a unit of information equal to 1000 exabytes or 10^21 bytes\nn a unit of information equal to 1024 exbibytes or 2^70 bytes,abbr. 硼酸锌（zinc borate）
zbarsky,, [人名] 兹巴尔斯基
zbig,,abbr. Zbigbies Brzezinski (political science author and educator) 布泽金斯基·兹彼戈涅（政治科学作家和教育家）
Zbigniew,,兹比格纽（人名）
ZBR,,成组编码记录
zc,,"abbr. 泽迦利亚（Zechariah, 希伯来先知）"
ZCR,,[计] 零相交率
zctu,,abbr. Zambia Congress of Trade Union 赞比亚工会联合会
zd,,n. 天顶距（zenith distance）；零色散（Zero Dispersion）
zdnet,,abbr. Ziff-Davis出版公司
zdpr,,abbr. zero defects program responsibility 零差错计划责任
ZDV,,[网络] 齐多夫定(Zidovudine)；叠氮胸苷；叠氮脱氧胸苷
ze,,abbr. 玉米纤维；区带电泳（zone electrophoresis）
Zea,n corn,n. 齐娥(f.)
Zea L.,,"[医] 玉蜀黍属, 玉米属"
Zea mays,,[网络] 玉米；玉蜀黍；甜玉米
Zea mays amylacea,,[网络] 玉米淀粉
Zea mays indentata,,[网络] 玉米
Zea mays indurata,,[网络] 玉米无花果
Zea mays rugosa,,[网络] 甜玉米
Zea saccharata,,[网络] 玉米糖
zeagonite,,水钙沸石
zeal,n. excessive fervor to do something or accomplish some end,"n. 热心, 热衷, 热诚"
zealand,n. the largest island of Denmark and the site of Copenhagen,n. 西兰岛（丹麦最大的岛）
zealander,n. a native or inhabitant of Zealand,n. 西兰岛（丹麦最大的岛） (Zealand的变形)
zealanders,n. a native or inhabitant of Zealand,n. Zealand的变形
zealant,n. One who is zealous; a zealot; an enthusiast.,n. 热情；热心；热诚 (zeal的变形)
zealed,a. Full of zeal; characterized by zeal.,"n. 热心, 热情, 热忱"
zealful,a. Full of zeal.,a. zeal的变形
zealless,a. Wanting zeal.,"a. 无热情的, 冷淡的"
zealot,n. a member of an ancient Jewish sect in Judea in the first century who fought to the death against the Romans and who killed or persecuted Jews who collaborated with the Romans,"n. 热心者, 狂热者, 犹太教狂热信徒\n[法] 狂热分子, 激烈分子"
zealotic,,"a. 热心的, 狂热的,热心者的"
zealotry,n excessive intolerance of opposing views,"n. 过度热心, 狂热, 狂热行为"
zealots,n. a member of an ancient Jewish sect in Judea in the first century who fought to the death against the Romans and who killed or persecuted Jews who collaborated with the Romans\nn. a fervent and even militant proponent of something,"n. 热心者, 狂热者( zealot的复数形式 )"
zealous,s marked by active interest and enthusiasm,"a. 热衷的, 热诚的, 热心的, 热情的"
zealous witness,,"[法] 偏袒一方的证人, 有偏见的证人"
zealously,r. in a zealous manner,"adv. (正式)热心, 渴望, 积极, 热诚, 热情"
zealousness,,n. 热忱；积极；狂热
zeanin,,齐阿宁(脱脂脱蛋白质的玉米粉)
zearalenone,,n. [生化]玉米烯酮(一种由粉红镰刀菌产生的霉菌毒素)
zearin,,地衣素
zeasite,,火蛋白石
zeatin,,n. [生化]玉米素
zeaxanthin,n. yellow carotenoid (isomeric with lutein and occurs widely with it) that is the main pigment in yellow Indian corn,[化] 玉米黄质\n[医] 玉米黄质
zeaxanthin diepoxide,,[医] 二表氧化玉米黄质
zeaxanthin epoxide,,[化] 花药黄质; 表氧化玉米黄质\n[医] 表氧化玉米黄质
zeaxanthine,,玉蜀黍黄素
zeaxanthol,,玉米黄素
zeb,,abbr. zebra(s) 斑马
zebec,n. See Xebec.,(=xebec)n.(地中海的)小型三桅船
zebeck,,n. (地中海的)小型三桅船
Zebedee,,n. [基督教] 西庇太(《圣经·马太福音》中人物)
zebra,n. any of several fleet black-and-white striped African equines,n. 斑马
zebra crossing,,斑马线
zebra finch,, [鸟类]斑胸草雀(Poephila guttata)
zebra fish,,n. 斑马鱼
zebra mussel,,[网络] 斑马贻贝；斑马贝；斑马纹贻贝
zebra orchid,,[网络] 斑马兰花
Zebra time,,[电] Zebra时间
zebra-stripe,, 斑马纹
zebra-tailed lizard,,[网络] 斑马蜥蜴
zebrafish,,n. 斑马鱼
zebrahead,, [电影]怪胎兄弟
zebraic,,"a. 斑马的, 斑马特有的"
zebras,n any of several fleet black-and-white striped African equines,"n. 斑马, 斑马纹（zebra复数）"
zebrass,n any of several fleet black-and-white striped African equines,n. 斑驴
zebrawood,n. handsomely striped or mottled wood of the zebrawood tree; used especially for cabinetwork\nn. any of various trees or shrubs having mottled or striped wood,n. 条纹木材
zebrawood family,,[网络] 斑马鱼家族
zebrawood tree,,[网络] 斑马鱼树
Zebrias,,条鳎属
zebrina,,n. [植]吊竹梅
zebrine,"a. Pertaining to, or resembling, the zebra.","a. 斑马的, 像斑马的"
zebroid,,"a. 斑马的, 像斑马的"
zebromal,,[化] 二溴肉桂酸乙酯\n[医] 二溴桂皮酸乙酯
zebrula,,n. 雄斑马与雌马所生的杂种
zebrule,,n. 雄斑马与雌马所生的杂种
zebu,n. domesticated ox having a humped back and long horns and a large dewlap; used chiefly as a draft animal in India and east Asia,n. 瘤牛
Zebulon,,n. (=Zebulun)泽伦(族)(以色列十二个部族之一)
Zebulun,,n. 西布伦（雅各的第六个儿子）；泽布伦（男子名）
zebus,,瘤牛( zebu的名词复数 )
zec,,abbr. zero-energy coefficient 零功率系数
zecchino,,n. (=zecchin)(意大利和土尔其的)古金币
Zech,,n. 泽赫（姓氏）
zechariah,n. a Hebrew minor prophet of the late 6th century BC\nn. an Old Testament book telling the prophecies of Zechariah which are concerned mainly with the renewal of Israel after the Babylonian Captivity,n. 希伯来一先知
zechin,n. See Sequin.,"n. 古代金币, 小金属片"
Zechstein,n. The upper division of the Permian (Dyas) of Europe. The\n   prevailing rock is a magnesian limestone.,镁灰岩
zeck,,条子斜纹衬里
zeckendorf,, [人名] 泽肯多夫
zeckhauser,, [人名] 泽克豪泽
zed,n the 26th letter of the Roman alphabet,n. Z字母
zed reaction,,[医] 饥饿终期反应
zedalon,,[药]泽达龙
zedan,,一种解热镇痛药
zedeflon,,四氟乙烯均聚物
zedekiah,, [男子名] 泽德凯亚来源于希伯来语，含义是“耶和华是力量”(Jehovah is might)
zedoary,"n. A medicinal substance obtained in the East Indies, having\n   a fragrant smell, and a warm, bitter, aromatic taste. It is used in\n   medicine as a stimulant.","n. 莪木, 片姜黄"
zedonk,,n. 斑驴(雄斑马与雌驴所生的杂种)
zeds,plural of zed\nn the 26th letter of the Roman alphabet,(zed 的复数) n.Z字母
zee,n the 26th letter of the Roman alphabet,n. （美）英语字母Z和z；Z形物
zeeb,,abbr. Zeebrugge 泽布勒赫（比利时西北部港市）
Zeebrugge,,泽布勒赫[比利时西北部港市]
zeek,, [人名] 齐克
Zeeland,,n. (Zeeland)人名；(荷)泽兰；(英)齐兰
Zeeman,n Dutch physicist honored for his research on the influence of magnetism on radiation which showed that light is radiated by the motion of charged particles in an atom (1865-1943),"塞曼(Pieter, 1865-1943, 荷兰物理学家, 曾获1902年诺贝尔物理学奖)"
Zeeman atomic absorption spectrophotometer,,[化] 塞曼原子吸收分光光度计
Zeeman effect,,[化] 塞曼效应\n[医] 济曼氏效应(光谱受磁场作用而分析)
Zeenam levels,,[化] 塞曼能级
zeerust,, [地名] [南非共和国] 济勒斯特
zeev,,n. (Zeev)人名；(以)泽埃夫
Zef,"South African term that can be likened to 'Kitch' or 'common'.\n\nZef style has strong 1980s influences and is stereotypically associated South African caucasians of low-middle social-economic status. However, it not nesessarily a derogatory term.\n\n""It's like wearing high heels with a tracksuit. Being truly zef takes guts.""\n\n""The ultimate South African style""\n> Fila takkies and chappies bubble gum...thats zef...Fokken lekker\n",
zeff,, [人名] 泽夫
zeffirelli,, [人名] 泽菲雷利
Zefkrome,,[美]齐夫克罗姆(纺前染色的丙烯晴系纤维)
Zefran,,n. [纺]泽弗纶(丙烯腈共聚短纤维和丝束)[商标名]
zeg,,abbr. 原点经济增长（Zero Economic Growth）
zeh,, [人名] 泽
Zehbe's cells,,[医] 策贝氏细胞(癌病中的一种结缔组织细胞)
zehner,"n. An Austrian silver coin equal to ten kreutzers, or about\n   five cents.", [人名] 泽纳
zei,,abbr. zero environmental impact 零环境影响
zeichner,, [人名] 蔡克纳
Zeidae,,[网络] 的鲷科；海鲂科
zeidman,, [人名] 蔡德曼
zeidner,, [人名] 蔡德纳
zeien,, [人名] 蔡恩
zeifman,, [人名] 蔡夫曼
zeigler,,n. (Zeigler)人名；(英)齐格勒；(德)蔡格勒
zeilanite,,铁镁尖晶石
zein,"n. A nitrogenous substance of the nature of gluten, obtained\n   from the seeds of Indian corn (Zea) as a soft, yellowish, amorphous\n   substance.",n. 玉米醇溶蛋白\n[化] 玉米醇溶蛋白
Zeinab,,n. (Zeinab)人名；(阿富)泽纳布；(俄)赛纳布
zeinolysis,,[医] 玉米蛋白分解[作用]
zeinolytic,,[医] 分解玉米蛋白的
Zeise's salt,,[化] 蔡氏盐
zeisel,, [人名] 蔡塞尔
Zeisel's method,,[机] 蔡泽尔法
Zeisel's test,,[医] 蔡塞耳试验(检秋水仙硷)
Zeisian gland,,[医] 蔡司氏腺(睑缘腺)
Zeisian sty,,"[医] 蔡司氏睑腺炎, 外睑腺炎"
Zeisian stye,,"[医] 蔡司氏睑缘腺炎, 外睑腺炎"
zeisler,, [人名] 蔡斯勒
zeism,,"(=zeismus)玉米中毒, 玉米红斑"
zeismus,,玉米中毒
zeiss,,n. 蔡司透镜
Zeiss nephelometer,,[医] 蔡司氏散射浊度计
Zeiss's indication apparatus,,[医] 蔡斯氏描画装置
Zeissel's layer,,[医] 蔡塞耳氏层(胃壁粘膜肌层与粘膜下层之间)
zeist,,[医] 玉米中毒论者
zeistic,,[医] 玉米的
zeistic theory,,"[医] 玉蜀黍学说, 玉蜀黍中毒学说"
zeit,,n. （德）时间
Zeitgeber,,<德>n.[亦作z-][生]给时者(指调节生物钟的一种刺激)
zeitgeist,n. the spirit of the time; the spirit characteristic of an age or generation,"n. 时代精神, 时代思潮"
zeitgeizt,,n. 时代精神[思潮]
zeitin,,[化] 玉米素
Zeitlin,,n. (Zeitlin)人名；(西、瑞典)塞特林；(英)蔡特林；(葡)泽特林
zeitz,, [地名] [德国] 蔡茨
zek,,n. (苏联监狱或劳改营的)犯人
zeke,,n. 齐克（男子名）
zekes,plural of zeke,(zeke 的复数) n. 齐克（男子名）
zekken,,盐酸达克罗宁、硫柳撒复方制剂(治藓药)
zeks,plural of zek,(zek 的复数) n.(苏联监狱或劳改营的)犯人
zel,,abbr. zero-length launcher 零距离发射器
zel C,,维生素C
zela,, [地名] [土耳其] 泽拉（济莱的旧称）; [地名] [埃塞俄比亚、美国] 泽拉
Zelanian,,a. 新西兰的
zelap,,水杨酸乙二醇、薄荷油、樟脑复方制剂(消炎镇痛药)
zelaya,, [地名] [阿根廷] 塞拉亚
zelazny,, [人名] 泽拉兹尼
